,Player,2021/22,2021/22(*)
533,Theo Pinson,"$440,710","$480,637"
534,Charlie Brown,"$431,151","$470,212"
535,Langston Galloway,"$386,127","$421,108"
536,James Ennis,"$386,127","$421,107"
537,Tim Frazier,"$386,127","$421,108"
538,Kyle Guy,"$383,079","$417,785"
539,Sam Dekker,"$350,000","$381,709"
540,Quinndary Weatherspoon,"$346,491","$377,882"
541,Brandon Goodwin,"$343,988","$375,152"
542,Malcolm Hill,"$324,373","$353,759"
543,Louis King,"$316,396","$345,060"
544,Justin Jackson,"$308,493","$336,441"
545,Shaquille Harrison,"$308,493","$336,441"
546,DJ Wilson,"$308,493","$336,441"
547,Jeff Dowtin,"$305,761","$333,460"
548,Trevelin Queen,"$303,102","$330,562"
549,Paul Watson,"$303,102","$330,562"
550,Myles Powell,"$300,443","$327,662"
551,Jontay Porter,"$300,000","$327,179"
552,Mason Jones,"$295,125","$321,862"
553,Eugene Omoruyi,"$281,831","$307,364"
554,Brandon Knight,"$274,672","$299,556"
555,Justin Robinson,"$265,953","$290,047"
556,Ja'Vonte Smart,"$265,878","$289,965"
557,Mychal Mulder,"$257,902","$281,266"
558,Tyler Johnson,"$257,418","$280,738"
559,Cassius Stanley,"$256,734","$279,993"
560,Zylan Cheatham,"$256,734","$279,993"
561,Devon Dotson,"$239,291","$260,970"
562,Marcus Garrett,"$236,632","$258,070"
563,Lindell Wigginton,"$233,973","$255,170"
564,Jay Huff,"$225,997","$246,471"
565,Olivier Sarr,"$223,339","$243,572"
566,Aaron Henry,"$223,338","$243,571"
567,Freddie Gillespie,"$221,156","$241,191"
568,JaQuori McLaughlin,"$220,679","$240,671"
569,Rayjon Tucker,"$220,639","$240,628"
570,Tacko Fall,"$218,021","$237,773"
571,Petr Cornelie,"$218,021","$237,773"
572,Juwan Morgan,"$211,046","$230,166"
573,Damyean Dotson,"$205,662","$224,294"
574,Xavier Moon,"$202,069","$220,375"
575,Tyrone Wallace,"$198,760","$216,767"
576,Norvel Pelle,"$191,860","$209,242"
577,Jaylen Hoard,"$191,860","$209,242"
578,Tremont Waters,"$191,860","$209,242"
579,Reggie Perry,"$188,272","$205,328"
580,Devin Cannady,"$185,578","$202,390"
581,Brandon Williams,"$180,798","$197,177"
582,Moses Wright,"$172,821","$188,477"
583,DeJon Jarreau,"$172,821","$188,477"
584,Dakota Mathias,"$171,156","$186,662"
585,Matt Mooney,"$171,156","$186,662"
586,Daulton Hommes,"$167,504","$182,679"
587,Grant Riller,"$162,186","$176,879"
588,Lindy Waters III,"$159,527","$173,979"
589,CJ Miles,"$151,821","$165,575"
590,Joe Johnson,"$151,821","$165,575"
591,Ersan Ilyasova,"$151,821","$165,575"
592,Darren Collison,"$151,821","$165,575"
593,Anthony Tolliver,"$151,821","$165,575"
594,Chaundee Brown,"$151,552","$165,281"
595,Xavier Sneed,"$146,233","$159,481"
596,Mario Chalmers,"$138,019","$150,523"
597,Anthony Lamb,"$136,095","$148,424"
598,Braxton Key,"$127,622","$139,183"
599,Troy Williams,"$122,741","$133,861"
600,Feron Hunt,"$116,987","$127,585"
601,Mac McClung,"$111,670","$121,786"
602,Matt Ryan,"$111,669","$121,785"
603,Emmanuel Mudiay,"$111,457","$121,554"
604,Carlik Jones,"$106,352","$115,986"
605,Hassani Gravett,"$106,352","$115,987"
606,Paris Bass,"$106,352","$115,987"
607,Jordan Bell,"$102,831","$112,147"
608,Cheick Diallo,"$102,831","$112,147"
609,DJ Stewart,"$101,034","$110,187"
610,Nate Hinton,"$96,213","$104,929"
611,Derrick Walton,"$95,930","$104,621"
612,DaQuan Jeffries,"$95,930","$104,621"
613,Justin James,"$95,930","$104,621"
614,Scotty Hopson,"$95,930","$104,621"
615,BJ Johnson,"$95,930","$104,621"
616,Jaylen Morris,"$95,930","$104,621"
617,Demetrius Jackson,"$92,857","$101,269"
618,Cameron Oliver,"$85,578","$93,331"
619,Chris Clemons,"$85,578","$93,331"
620,Malik Newman,"$85,578","$93,331"
621,George King,"$85,578","$93,331"
622,Jemerrio Jones,"$85,578","$93,331"
623,Emanuel Terry,"$85,578","$93,331"
624,Jared Harper,"$85,081","$92,789"
625,Gabriel Lundberg,"$79,764","$86,990"
626,Anthony Barber,"$53,176","$57,993"
627,Malik Ellison,"$53,176","$57,993"
628,Justin Tillman,"$53,176","$57,993"
629,Tre Scott,"$53,176","$57,993"
630,Trayvon Palmer,"$53,176","$57,993"
631,Micah Potter,"$53,176","$57,993"
632,Jaysean Paige,"$53,176","$57,993"
633,Ahmad Caver,"$53,176","$57,993"
634,Shaq Buchanan,"$53,176","$57,993"
635,Jon Teske,"$53,176","$57,993"
636,Aric Holman,"$53,176","$57,993"
637,Javin DeLaurier,"$53,176","$57,993"
638,Tyler Hall,"$53,176","$57,993"
639,Rob Edwards,"$53,176","$57,993"
640,Aleem Ford,"$53,176","$57,993"
641,MJ Walker,"$53,176","$57,993"
642,Cameron McGriff,"$53,176","$57,993"
643,Jarron Cumberland,"$53,176","$57,993"
644,Ade Murkey,"$53,176","$57,993"
645,Jordan Schakel,"$53,176","$57,993"
646,Jordan Goodwin,"$53,176","$57,993"
647,Craig Sword,"$53,176","$57,993"
648,Jaime Echenique,"$53,176","$57,993"
649,Luca Vildoza,"$42,789","$46,665"
650,Zavier Simpson,"$37,223","$40,595"
651,Mfiondu Kabengele,"$19,186","$20,924"
652,Melvin Frazier,"$13,294","$14,498"
