,Player,Pos,Age,G,GS,MP,ORtg,DRtg,OBPM,DBPM,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,Rating Model Salary,Four Factors Salary,Average Predicted Salary
135,Wenyen Gabriel,Forward,24.0,26.0,5.0,13.8,113.0,113.0,-3.7,-2.1,52.7,23.809523809523807,14.5,11.1,522.015,569.306,433.3472734042147,837.2964033802349,635.3218383922248
136,Daniel Gafford,Center,23.0,72.0,53.0,20.1,134.0,111.0,1.1,0.5,69.3,26.31578947368421,15.6,12.0,1782.621,1944.122,4050.9411192134294,4763.300742574209,4407.12093089382
137,Danilo Gallinari,Forward,33.0,66.0,18.0,25.3,120.0,117.0,1.0,-1.2,52.8,23.33333333333333,10.1,5.4,20475.0,22329.985,7494.227111858219,18885.06433638145,13189.645724119833
138,Darius Garland,Guard,22.0,68.0,68.0,35.7,112.0,112.0,3.4,-0.8,53.6,18.4971098265896,5.1,16.2,7040.88,7678.766,16238.291706829492,10112.466060040553,13175.378883435023
139,Usman Garuba,Forward,19.0,24.0,2.0,10.0,119.0,111.0,-1.8,0.9,48.9,11.111111111111112,19.1,11.3,2353.32,2566.525,1429.3035377462772,3026.4661454320217,2227.8848415891493
140,Luka Garza,Center,23.0,32.0,5.0,12.2,114.0,116.0,-0.5,-2.0,50.3,26.08695652173913,13.9,9.4,925.258,1009.084,2065.133664953726,2265.6520213658814,2165.3928431598038
141,Rudy Gay,Forward,35.0,55.0,1.0,18.9,110.0,110.0,-0.7,-0.3,50.7,15.942028985507248,12.8,10.2,5890.0,6423.619,7512.828413782461,7196.685247473787,7354.756830628125
142,Paul George,Forward,31.0,31.0,31.0,34.7,100.0,106.0,1.8,1.9,49.3,20.0,10.5,15.2,39344.97,42909.529,29940.357072275914,33260.535165751826,31600.446119013868
143,Taj Gibson,Center,36.0,52.0,4.0,18.2,127.0,110.0,-3.0,1.0,56.3,25.0,13.0,12.5,4910.0,5354.834,1604.608234444091,4763.968042374297,3184.288138409194
144,Josh Giddey,Forward,19.0,54.0,54.0,31.5,97.0,112.0,-1.2,0.3,46.1,8.064516129032258,12.7,19.5,5988.0,6530.498,11454.35796831264,5038.932332962646,8246.645150637643
145,Shai Gilgeous-Alexander,Guard,23.0,56.0,56.0,34.7,111.0,113.0,2.9,0.5,49.6,31.382978723404253,7.4,11.1,5495.532,5993.413,15661.203267665383,9396.751857073765,12528.977562369575
146,Anthony Gill,Forward,29.0,44.0,0.0,10.5,132.0,117.0,-0.6,-1.3,63.3,40.0,10.2,12.0,1517.981,1655.506,3459.7967369117605,9744.341201607822,6602.068969259792
147,Rudy Gobert,Center,29.0,66.0,66.0,32.1,137.0,103.0,2.9,1.7,71.3,59.74025974025974,25.0,14.5,35344.828,38546.983,18051.308569166733,26547.669048089243,22299.48880862799
148,Brandon Goodwin,Guard,26.0,36.0,5.0,13.9,104.0,110.0,-2.6,1.1,47.7,16.279069767441857,7.4,17.4,343.988,375.152,3668.2369495661387,1249.3113740990611,2458.7741618326
149,Aaron Gordon,Forward,26.0,75.0,75.0,31.7,115.0,114.0,0.5,-1.1,57.3,20.72072072072072,10.3,12.5,16409.091,17895.714,10785.117474668697,18032.615169903685,14408.86632228619
150,Eric Gordon,Guard,33.0,57.0,46.0,29.3,111.0,121.0,-0.1,-2.2,58.5,18.181818181818183,3.7,14.6,18218.818,19869.398,15484.115015873533,16643.018027343005,16063.566521608269
151,Devonte Graham,Guard,26.0,76.0,63.0,28.4,109.0,116.0,0.2,-1.2,48.1,14.953271028037385,4.5,10.7,11000.0,11996.573,11213.385739975818,13404.484435913742,12308.935087944781
152,Jerami Grant,Forward,27.0,47.0,47.0,31.9,109.0,114.0,1.4,-0.2,49.1,30.872483221476504,6.9,9.5,20002.5,21814.678,18285.61932307183,19905.267679652523,19095.443501362177
153,Danny Green,Forward,34.0,62.0,28.0,21.8,106.0,111.0,-1.4,0.8,55.50000000000001,3.8461538461538463,6.5,12.1,10000.0,10905.975,10656.51863312413,8864.717792658757,9760.618212891444
154,Draymond Green,Forward,31.0,46.0,44.0,28.9,109.0,103.0,-1.4,4.6,55.60000000000001,23.21428571428572,13.8,31.9,24026.712,26203.473,21395.109878551226,22015.943176115212,21705.52652733322
155,Jalen Green,Guard,19.0,67.0,67.0,31.9,105.0,120.0,-0.5,-2.4,50.8,19.718309859154928,5.8,11.3,8992.08,9806.74,7946.216044596124,10193.011863734018,9069.613954165072
