,Unnamed: 0,Player,Pos,Age,G,GS,MP,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
185,185,Markus Howard,Guard,21.0,37.0,1.0,5.5,46.2,6.896551724137931,5.8,14.1,535.294,615.265,"(18, 21]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
186,186,Kevin Huerter,Guard,22.0,69.0,49.0,30.8,52.8,6.60377358490566,6.0,9.4,2761.92,3174.541,"(21, 24]","(65.0, 82.0]","(40, 60]","(30.0, 40.0]"
187,187,De'Andre Hunter,Forward,23.0,23.0,19.0,29.5,54.6,29.629629629629623,8.9,9.2,7422.0,8530.821,"(21, 24]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
188,188,Chandler Hutchison,Forward,24.0,25.0,1.0,13.8,41.7,19.512195121951223,12.1,14.9,2443.44,2808.481,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
189,189,Serge Ibaka,Center,31.0,41.0,39.0,23.3,56.3,11.235955056179774,16.2,10.2,9258.0,10641.113,"(30, 33]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
190,190,Andre Iguodala,Forward,37.0,63.0,5.0,21.3,50.4,10.256410256410255,9.4,20.2,15000.0,17240.949,"(36, 39]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
191,191,Joe Ingles,Forward,33.0,67.0,30.0,27.9,65.2,13.095238095238097,6.9,16.3,10363.637,11911.929,"(30, 33]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
192,192,Brandon Ingram,Forward,23.0,61.0,61.0,34.3,53.1,25.555555555555557,7.8,11.0,27285.0,31361.286,"(21, 24]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
193,193,Kyrie Irving,Guard,28.0,54.0,54.0,34.9,57.6,18.40796019900497,7.5,9.9,33722.85,38760.929,"(27, 30]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
194,194,Wesley Iwundu,Forward,26.0,41.0,4.0,13.1,35.8,24.0,9.1,14.1,1678.854,1929.669,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
195,195,Frank Jackson,Guard,22.0,40.0,6.0,18.5,56.10000000000001,20.54794520547945,6.5,9.4,699.115,803.56,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
196,196,Josh Jackson,Guard,23.0,62.0,25.0,25.2,47.3,22.807017543859647,9.1,15.0,4767.0,5479.173,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
197,197,Justin Jackson,Forward,25.0,34.0,3.0,17.0,48.4,13.846153846153848,6.9,11.9,5109.637,5872.998,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
198,198,Reggie Jackson,Guard,30.0,67.0,43.0,23.0,55.400000000000006,11.49425287356322,7.0,10.6,2331.593,2679.925,"(27, 30]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
199,199,Justin James,Forward,24.0,36.0,0.0,8.6,53.2,19.35483870967742,5.4,10.6,1517.981,1744.762,"(21, 24]","(35.0, 50.0]",,"(-0.001, 10.0]"
200,200,LeBron James,Guard,36.0,45.0,45.0,33.4,57.6,21.85792349726776,12.9,15.2,39219.566,45078.836,"(33, 36]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
201,201,DaQuan Jeffries,Guard,23.0,31.0,5.0,15.9,50.0,5.128205128205129,7.8,10.2,1445.697,1661.679,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
202,202,Ty Jerome,Guard,23.0,33.0,1.0,23.9,56.99999999999999,9.195402298850576,6.0,13.5,2303.04,2647.106,"(21, 24]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
203,203,Isaiah Joe,Guard,21.0,41.0,1.0,9.3,50.8,12.5,5.2,7.1,898.31,1032.514,"(18, 21]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
204,204,Cameron Johnson,Forward,24.0,60.0,11.0,24.0,54.1,9.876543209876544,7.9,7.3,4235.16,4867.878,"(21, 24]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
205,205,James Johnson,Forward,33.0,51.0,12.0,20.5,49.4,14.0625,9.3,13.2,16047.1,18444.482,"(30, 33]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
206,206,Keldon Johnson,Forward,21.0,69.0,67.0,28.5,52.2,20.58823529411765,11.1,9.0,2048.04,2354.01,"(18, 21]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
207,207,Stanley Johnson,Forward,24.0,61.0,13.0,16.5,47.9,18.421052631578945,8.4,17.4,3804.15,4372.477,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
208,208,Tyler Johnson,Guard,28.0,39.0,3.0,17.5,52.5,10.638297872340424,6.2,8.1,2028.594,2331.659,"(27, 30]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
209,209,Nikola Jokic,Center,25.0,72.0,72.0,34.6,60.2,26.666666666666668,17.8,13.1,29542.01,33955.486,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
210,210,Damian Jones,Center,25.0,39.0,10.0,14.0,68.4,42.30769230769231,12.3,16.8,1487.284,1709.477,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
211,211,Derrick Jones,Forward,23.0,58.0,43.0,22.7,55.400000000000006,19.23076923076923,8.3,8.5,9258.0,10641.113,"(21, 24]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
212,212,Mason Jones,Guard,22.0,32.0,1.0,10.4,52.0,34.21052631578947,8.8,16.1,424.544,487.968,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
213,213,Tre Jones,Guard,21.0,37.0,1.0,7.3,49.4,23.809523809523807,4.2,13.1,898.31,1032.514,"(18, 21]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
214,214,Tyus Jones,Guard,24.0,70.0,9.0,17.5,48.5,10.169491525423728,6.1,10.0,8817.143,10134.394,"(21, 24]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
215,215,DeAndre Jordan,Center,32.0,57.0,43.0,21.9,76.3,18.181818181818183,18.9,22.7,10375.678,11925.769,"(30, 33]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
216,216,Cory Joseph,Guard,29.0,63.0,13.0,23.0,52.2,16.176470588235293,6.1,14.5,12600.0,14482.397,"(27, 30]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
217,217,Mfiondu Kabengele,Forward,23.0,39.0,0.0,7.2,44.4,17.39130434782609,12.0,13.3,2432.353,2795.737,"(21, 24]","(35.0, 50.0]",,"(-0.001, 10.0]"
218,218,Frank Kaminsky,Center,27.0,47.0,13.0,15.2,53.1,14.545454545454549,14.9,7.2,1737.145,1996.668,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
219,219,Luke Kennard,Guard,24.0,63.0,17.0,19.6,59.7,6.060606060606061,7.3,10.1,5273.826,6061.717,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
220,220,Maxi Kleber,Forward,29.0,50.0,40.0,26.8,57.99999999999999,12.727272727272728,10.7,9.3,8475.0,9741.136,"(27, 30]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
221,221,Nathan Knight,Forward,23.0,33.0,0.0,8.5,40.0,43.333333333333336,14.1,10.8,522.989,601.121,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
222,222,Kevin Knox,Forward,21.0,42.0,0.0,11.0,51.4,11.764705882352942,7.1,10.1,4588.68,5274.213,"(18, 21]","(35.0, 50.0]",,"(10.0, 20.0]"
223,223,John Konchar,Guard,24.0,43.0,0.0,13.4,57.6,18.75,11.8,10.6,2100.0,2413.732,"(21, 24]","(35.0, 50.0]",,"(10.0, 20.0]"
224,224,Furkan Korkmaz,Guard,23.0,55.0,11.0,19.3,52.0,14.285714285714288,5.9,9.1,1762.796,2026.151,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
225,225,Luke Kornet,Center,25.0,31.0,2.0,11.2,51.0,3.0303030303030307,10.7,6.3,2250.0,2586.142,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
226,226,Rodions Kurucs,Forward,22.0,21.0,0.0,6.0,43.8,6.666666666666667,9.8,27.8,1780.152,2046.1,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
227,227,Kyle Kuzma,Forward,25.0,68.0,32.0,28.7,53.3,9.00900900900901,12.0,12.4,3562.178,4094.355,"(24, 27]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
228,228,Anthony Lamb,Forward,23.0,24.0,3.0,17.3,48.7,16.3265306122449,9.0,13.0,215.33,247.499,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
229,229,Jeremy Lamb,Guard,28.0,36.0,8.0,21.3,52.900000000000006,25.97402597402597,9.3,6.6,10500.0,12068.664,"(27, 30]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
230,230,Zach LaVine,Guard,25.0,58.0,58.0,35.1,59.6,22.68041237113402,7.9,13.9,19500.0,22413.234,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
231,231,Jake Layman,Forward,26.0,45.0,11.0,13.9,55.7,14.634146341463415,5.8,11.5,3761.085,4322.978,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
232,232,Damion Lee,Guard,28.0,57.0,1.0,18.9,60.8,14.583333333333334,8.9,9.3,1762.796,2026.151,"(27, 30]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
233,233,Saben Lee,Guard,21.0,48.0,7.0,16.3,49.0,29.54545454545454,6.9,18.1,516.836,594.049,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
234,234,Alex Len,Center,27.0,64.0,42.0,15.3,62.9,25.58139534883721,14.1,14.3,3970.648,4563.848,"(24, 27]","(50.0, 65.0]","(40, 60]","(10.0, 20.0]"
235,235,Kawhi Leonard,Forward,29.0,52.0,52.0,34.1,56.8,28.57142857142857,10.7,9.2,34379.1,39515.221,"(27, 30]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
236,236,Caris LeVert,Guard,26.0,47.0,39.0,31.6,49.3,17.91907514450867,7.8,10.2,16203.704,18624.482,"(24, 27]","(35.0, 50.0]","(20, 40]","(30.0, 40.0]"
237,237,Kira Lewis,Guard,19.0,54.0,0.0,16.7,44.5,12.903225806451612,4.3,8.6,3640.2,4184.033,"(18, 21]","(50.0, 65.0]",,"(10.0, 20.0]"
238,238,Damian Lillard,Guard,30.0,67.0,67.0,35.8,55.400000000000006,33.66834170854271,6.3,11.6,31626.953,36351.912,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
239,239,Nassir Little,Forward,20.0,48.0,2.0,13.3,55.1,22.857142857142858,10.7,8.8,2210.64,2540.902,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
240,240,Kevon Looney,Center,24.0,61.0,34.0,19.0,55.8,15.625,14.8,14.5,4821.429,5541.734,"(21, 24]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
241,241,Brook Lopez,Center,32.0,70.0,70.0,27.2,57.7,18.68131868131868,9.6,8.3,12697.675,14594.664,"(30, 33]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
242,242,Robin Lopez,Center,32.0,71.0,9.0,19.1,63.9,23.33333333333333,10.6,13.4,7300.0,8390.595,"(30, 33]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
243,243,Kevin Love,Forward,32.0,25.0,25.0,24.9,52.2,16.831683168316832,16.7,12.2,31258.256,35928.133,"(30, 33]","(19.999, 35.0]","(20, 40]","(20.0, 30.0]"
244,244,Kyle Lowry,Guard,34.0,46.0,46.0,34.8,54.6,23.07692307692308,8.5,15.9,30500.0,35056.596,"(33, 36]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
245,245,Timothe Luwawu,Forward,25.0,58.0,7.0,18.1,47.1,9.836065573770492,6.8,10.3,1824.003,2096.502,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
246,246,Trey Lyles,Forward,25.0,23.0,9.0,15.6,55.60000000000001,17.94871794871795,12.8,5.7,5500.0,6321.681,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
247,247,Theo Maledon,Guard,19.0,65.0,49.0,27.4,45.4,17.02127659574468,6.2,17.3,2000.0,2298.793,"(18, 21]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
248,248,Terance Mann,Guard,24.0,67.0,10.0,18.9,56.3,23.07692307692308,10.8,9.3,1517.981,1744.762,"(21, 24]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
249,249,Nico Mannion,Guard,19.0,30.0,1.0,12.1,43.9,21.05263157894737,6.7,19.7,449.115,516.211,"(18, 21]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
250,250,Boban Marjanovic,Center,32.0,33.0,3.0,8.2,51.2,24.324324324324323,26.0,8.0,3500.0,4022.888,"(30, 33]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
251,251,Lauri Markkanen,Forward,23.0,51.0,26.0,25.8,59.4,14.705882352941178,11.3,8.5,6731.508,7737.172,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
252,252,Naji Marshall,Forward,23.0,32.0,10.0,21.9,46.2,26.15384615384616,11.5,13.6,538.391,618.824,"(21, 24]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
253,253,Caleb Martin,Forward,25.0,53.0,3.0,15.4,43.6,16.666666666666668,9.3,10.4,1517.981,1744.762,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
254,254,Cody Martin,Forward,25.0,52.0,10.0,16.3,48.4,13.88888888888889,10.3,16.2,1517.981,1744.762,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
255,255,Kelan Martin,Forward,25.0,35.0,0.0,9.2,53.6,7.6923076923076925,13.1,10.1,1445.697,1661.679,"(24, 27]","(19.999, 35.0]",,"(-0.001, 10.0]"
256,256,KJ Martin,Forward,20.0,45.0,8.0,23.7,56.39999999999999,18.30985915492958,12.1,9.7,898.31,1032.514,"(18, 21]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
257,257,Garrison Mathews,Guard,24.0,64.0,24.0,16.2,56.99999999999999,35.13513513513514,4.4,3.5,688.052,790.844,"(21, 24]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
258,258,Wesley Matthews,Guard,34.0,58.0,10.0,19.5,48.4,13.953488372093023,4.6,8.8,3623.0,4164.263,"(33, 36]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
259,259,Tyrese Maxey,Guard,20.0,61.0,8.0,15.3,49.8,14.285714285714285,6.1,8.2,2478.84,2849.17,"(18, 21]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
260,260,Skylar Mays,Guard,23.0,33.0,0.0,8.2,52.0,23.33333333333333,7.1,7.6,532.218,611.729,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
261,261,CJ McCollum,Guard,29.0,47.0,47.0,34.0,55.400000000000006,12.234042553191488,6.2,6.5,29354.152,33739.563,"(27, 30]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
262,262,TJ McConnell,Guard,28.0,69.0,3.0,26.0,57.4,7.042253521126761,7.7,20.9,3500.0,4022.888,"(27, 30]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
263,263,Jaden McDaniels,Forward,20.0,63.0,27.0,24.0,54.50000000000001,6.896551724137931,8.3,10.8,1964.76,2258.288,"(18, 21]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
264,264,Jalen McDaniels,Forward,23.0,47.0,18.0,19.2,53.0,16.666666666666664,10.1,12.6,1517.981,1744.762,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
265,265,Doug McDermott,Forward,29.0,66.0,29.0,24.5,61.6,11.88118811881188,7.4,7.0,7333.333,8428.908,"(27, 30]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
266,266,JaVale McGee,Center,33.0,46.0,2.0,14.7,52.0,16.393442622950822,19.8,16.2,4200.0,4827.465,"(30, 33]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
267,267,Alfonzo McKinnie,Forward,28.0,39.0,0.0,6.6,60.2,12.5,11.8,4.7,1762.796,2026.151,"(27, 30]","(35.0, 50.0]",,"(-0.001, 10.0]"
268,268,Jordan McLaughlin,Guard,24.0,51.0,2.0,18.4,48.1,10.638297872340424,6.2,16.7,503.76,579.02,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
269,269,Ben McLemore,Guard,27.0,53.0,5.0,17.1,50.3,10.144927536231885,6.0,9.8,2893.63,3325.927,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
270,270,Nicolo Melli,Forward,30.0,45.0,4.0,12.6,40.8,12.903225806451612,11.8,7.3,3897.436,4479.699,"(27, 30]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
271,271,De'Anthony Melton,Guard,22.0,52.0,1.0,20.1,54.8,10.526315789473683,8.2,13.7,9571.712,11001.693,"(21, 24]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
272,272,Sam Merrill,Guard,24.0,30.0,2.0,7.8,59.0,4.166666666666667,6.8,11.9,898.31,1032.514,"(21, 24]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
273,273,Chimezie Metu,Center,23.0,36.0,6.0,13.6,54.50000000000001,18.0,12.7,12.8,910.895,1046.979,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
274,274,Khris Middleton,Forward,29.0,68.0,68.0,33.4,54.6,19.62025316455696,9.4,13.1,33051.724,37989.539,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
275,275,Paul Millsap,Forward,35.0,56.0,36.0,20.8,53.7,18.055555555555557,12.8,10.3,10100.0,11608.905,"(33, 36]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
276,276,Shake Milton,Guard,24.0,63.0,4.0,23.2,50.3,21.698113207547166,5.6,12.2,1701.593,1955.805,"(21, 24]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
277,277,Donovan Mitchell,Guard,24.0,53.0,53.0,33.4,52.0,24.271844660194173,7.0,10.7,5195.501,5971.691,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
278,278,Malik Monk,Guard,22.0,42.0,0.0,20.9,54.0,14.736842105263156,6.2,11.3,5345.687,6144.314,"(21, 24]","(35.0, 50.0]",,"(20.0, 30.0]"
279,279,E'Twaun Moore,Guard,31.0,27.0,1.0,14.4,50.0,8.88888888888889,6.6,15.3,2331.593,2679.925,"(30, 33]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
280,280,Ja Morant,Guard,21.0,63.0,63.0,32.6,48.7,28.289473684210524,6.5,15.3,9166.8,10536.288,"(18, 21]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
281,281,Juwan Morgan,Forward,23.0,29.0,0.0,5.1,53.3,10.0,10.1,10.8,1517.981,1744.762,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
282,282,Marcus Morris,Forward,31.0,57.0,29.0,26.4,59.2,12.745098039215687,8.8,8.4,14883.721,17107.298,"(30, 33]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
283,283,Markieff Morris,Forward,31.0,61.0,27.0,19.7,49.1,9.67741935483871,12.5,11.9,2331.593,2679.925,"(30, 33]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
284,284,Monte Morris,Guard,25.0,47.0,13.0,25.4,54.7,14.634146341463415,4.6,7.5,1723.707,1981.222,"(24, 27]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
285,285,Mychal Mulder,Guard,26.0,60.0,6.0,12.8,60.9,4.545454545454546,4.2,5.5,1517.981,1744.762,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
286,286,Dejounte Murray,Guard,24.0,67.0,67.0,31.9,48.5,11.03448275862069,11.8,10.2,14286.0,16420.28,"(21, 24]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
287,287,Jamal Murray,Guard,23.0,48.0,48.0,35.5,55.900000000000006,16.96969696969697,6.5,11.2,27285.0,31361.286,"(21, 24]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
288,288,Mike Muscala,Center,29.0,35.0,0.0,18.4,57.3,11.842105263157896,10.6,6.9,2283.034,2624.111,"(27, 30]","(19.999, 35.0]",,"(10.0, 20.0]"
289,289,Abdel Nader,Forward,27.0,24.0,0.0,14.8,56.89999999999999,25.0,9.9,12.6,1752.95,2014.834,"(24, 27]","(19.999, 35.0]",,"(10.0, 20.0]"
290,290,Aaron Nesmith,Forward,21.0,46.0,1.0,14.5,55.1,12.820512820512825,10.6,10.8,3458.4,3975.073,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
291,291,Raul Neto,Guard,28.0,64.0,22.0,21.9,53.900000000000006,17.142857142857142,5.9,9.9,1882.867,2164.16,"(27, 30]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
292,292,Georges Niang,Forward,27.0,72.0,10.0,16.0,59.0,5.357142857142858,8.1,10.9,1783.557,2050.014,"(24, 27]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
293,293,Zeke Nnaji,Forward,20.0,42.0,1.0,9.5,59.6,12.0,9.3,6.0,2379.84,2735.38,"(18, 21]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
294,294,Nerlens Noel,Center,26.0,64.0,41.0,24.2,61.4,22.857142857142858,14.3,20.4,5000.0,5746.983,"(24, 27]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
295,295,Jaylen Nowell,Guard,21.0,42.0,0.0,18.1,49.9,13.750000000000002,6.8,7.2,1517.981,1744.762,"(18, 21]","(35.0, 50.0]",,"(10.0, 20.0]"
296,296,Frank Ntilikina,Guard,22.0,33.0,4.0,9.8,51.3,8.333333333333334,5.2,11.2,6176.578,7099.337,"(21, 24]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
297,297,Kendrick Nunn,Guard,25.0,56.0,44.0,29.5,57.8,8.47457627118644,6.2,10.5,1663.861,1912.436,"(24, 27]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
298,298,Jusuf Nurkic,Center,26.0,37.0,37.0,23.8,53.2,21.11111111111111,20.2,16.0,12888.889,14814.445,"(24, 27]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
299,299,David Nwaba,Forward,28.0,30.0,9.0,22.6,52.5,21.917808219178085,9.3,6.4,1824.003,2096.502,"(27, 30]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
300,300,Jordan Nwora,Forward,22.0,30.0,2.0,9.1,56.3,13.333333333333334,11.5,14.1,898.31,1032.514,"(21, 24]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
301,301,Royce O'Neale,Forward,27.0,71.0,71.0,31.6,57.99999999999999,9.090909090909092,11.5,16.7,8500.0,9769.871,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
302,302,Semi Ojeleye,Forward,26.0,56.0,15.0,17.0,53.400000000000006,10.256410256410255,8.6,8.2,1752.95,2014.834,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
303,303,Jahlil Okafor,Center,25.0,27.0,2.0,12.9,62.7,15.789473684210526,10.6,15.7,1882.867,2164.16,"(24, 27]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
304,304,Chuma Okeke,Forward,22.0,45.0,19.0,25.2,49.2,9.72222222222222,8.3,10.0,3121.08,3587.358,"(21, 24]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
305,305,Josh Okogie,Guard,22.0,59.0,37.0,20.3,45.9,32.558139534883715,7.1,12.5,2651.04,3047.096,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
306,306,Onyeka Okongwu,Center,20.0,50.0,4.0,12.0,64.4,23.33333333333333,14.9,14.3,5813.64,6682.178,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
307,307,Isaac Okoro,Guard,20.0,67.0,67.0,32.4,47.6,20.48192771084337,5.3,12.0,6400.92,7357.195,"(18, 21]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
308,308,KZ Okpala,Forward,21.0,37.0,9.0,12.1,43.8,7.6923076923076925,8.7,12.8,1517.981,1744.762,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
309,309,Victor Oladipo,Guard,28.0,33.0,33.0,32.7,47.6,18.285714285714285,8.0,11.5,21000.0,24137.328,"(27, 30]","(19.999, 35.0]","(20, 40]","(30.0, 40.0]"
310,310,Kelly Olynyk,Center,29.0,70.0,62.0,28.5,57.4,21.000000000000004,13.6,14.0,12819.65,14734.862,"(27, 30]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
311,311,Miye Oni,Guard,23.0,54.0,0.0,9.6,50.5,5.555555555555556,8.6,13.6,1517.981,1744.762,"(21, 24]","(50.0, 65.0]",,"(-0.001, 10.0]"
312,312,Cedi Osman,Forward,25.0,59.0,26.0,25.6,45.8,13.131313131313131,7.5,11.3,8840.58,10161.332,"(24, 27]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
313,313,Daniel Oturu,Center,21.0,30.0,0.0,5.4,43.3,17.647058823529413,16.8,13.6,898.31,1032.514,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
314,314,Kelly Oubre,Forward,25.0,55.0,50.0,30.7,50.1,16.666666666666668,10.4,8.0,14375.0,16522.576,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
315,315,Eric Paschall,Forward,24.0,40.0,2.0,17.4,52.7,22.666666666666664,9.8,11.2,1517.981,1744.762,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
316,316,Patrick Patterson,Forward,31.0,38.0,5.0,15.3,55.8,6.976744186046512,7.2,6.0,3814.771,4384.684,"(30, 33]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
317,317,Chris Paul,Guard,35.0,70.0,70.0,31.4,55.7,19.047619047619047,8.0,14.0,41358.814,47537.68,"(33, 36]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
318,318,Cameron Payne,Guard,26.0,60.0,1.0,18.0,57.6,12.121212121212125,7.6,12.5,1977.011,2272.369,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
319,319,Elfrid Payton,Guard,26.0,63.0,63.0,23.6,45.5,12.12121212121212,7.9,13.3,4767.0,5479.173,"(24, 27]","(50.0, 65.0]","(60, 82]","(20.0, 30.0]"
320,320,Reggie Perry,Forward,20.0,26.0,0.0,8.1,43.6,13.333333333333334,19.1,15.2,489.148,562.225,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
321,321,Mason Plumlee,Center,30.0,56.0,56.0,26.8,61.4,29.411764705882355,19.3,18.7,8000.0,9195.172,"(27, 30]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
322,322,Jakob Poeltl,Center,25.0,69.0,51.0,26.7,61.6,14.516129032258066,15.8,14.6,8101.852,9312.241,"(24, 27]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
323,323,Aleksej Pokusevski,Forward,19.0,45.0,28.0,24.2,41.2,7.6923076923076925,10.1,18.8,2964.84,3407.777,"(18, 21]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
